unique_id,ds,Open,High,Low,Close
QQQ,2023-01-03 04:00:00,265.385,266.1847,264.5952,265.8885
QQQ,2023-01-03 04:30:00,265.9477,266.3624,265.928,266.3624
QQQ,2023-01-03 05:00:00,266.392,266.4315,265.3258,265.5232
QQQ,2023-01-03 05:30:00,265.5133,266.0366,265.4146,265.8391
QQQ,2023-01-03 06:00:00,265.8095,265.928,265.385,265.464
QQQ,2023-01-03 06:30:00,265.4936,265.5528,263.7263,264.2595
QQQ,2023-01-03 07:00:00,264.2891,264.5952,263.6967,264.4076
QQQ,2023-01-03 07:30:00,264.4174,264.9506,264.3286,264.6939
QQQ,2023-01-03 08:00:00,264.373,266.1259,263.2623,264.684
QQQ,2023-01-03 08:30:00,264.5952,265.4047,264.5162,265.1974
QQQ,2023-01-03 09:00:00,265.1678,265.7305,264.9407,265.2566
QQQ,2023-01-03 09:30:00,265.2369,266.7228,262.2158,262.2828
QQQ,2023-01-03 10:00:00,262.2849,262.818,260.6657,261.2186
QQQ,2023-01-03 10:30:00,261.1989,261.9295,260.3794,261.8406
QQQ,2023-01-03 11:00:00,261.8603,262.1249,259.866,260.4337
QQQ,2023-01-03 11:30:00,260.4386,260.4485,259.1058,259.4711
QQQ,2023-01-03 12:00:00,259.4612,260.0141,258.9774,259.4811
QQQ,2023-01-03 12:30:00,259.5106,260.2905,258.7997,259.4119
QQQ,2023-01-03 13:00:00,259.4168,260.2511,258.9774,260.0931
QQQ,2023-01-03 13:30:00,260.1227,260.5867,259.708,260.4683
QQQ,2023-01-03 14:00:00,260.4584,260.8039,259.9351,260.1918
QQQ,2023-01-03 14:30:00,260.2017,261.6135,259.4221,260.9915
QQQ,2023-01-03 15:00:00,261.0014,261.8307,260.7644,261.1102
QQQ,2023-01-03 15:30:00,261.1199,261.6234,260.8731,261.1001
QQQ,2023-01-03 16:00:00,261.0903,261.1594,260.5867,261.0409
QQQ,2023-01-03 16:30:00,261.0211,261.189,260.8928,261.0606
QQQ,2023-01-03 17:00:00,261.1297,261.1396,260.9185,261.031
QQQ,2023-01-03 17:30:00,261.0113,261.0508,260.9422,260.9422
QQQ,2023-01-03 18:00:00,260.9915,261.1199,260.6558,261.11
QQQ,2023-01-03 18:30:00,261.11,261.2383,260.952,261.2383
QQQ,2023-01-03 19:00:00,261.2186,261.5247,261.2186,261.5247
QQQ,2023-01-03 19:30:00,261.5148,261.5444,261.2087,261.2778
QQQ,2023-01-04 04:00:00,262.9464,263.0451,261.7024,262.6304
QQQ,2023-01-04 04:30:00,262.4428,262.8575,262.3836,262.5909
QQQ,2023-01-04 05:00:00,262.6699,263.0451,262.6699,262.8674
QQQ,2023-01-04 05:30:00,262.9464,262.9464,261.8702,262.3145
QQQ,2023-01-04 06:00:00,262.3935,262.9562,262.3935,262.6699
QQQ,2023-01-04 06:30:00,262.7193,263.1636,262.7094,262.7687
QQQ,2023-01-04 07:00:00,262.7193,262.7687,262.2553,262.3244
QQQ,2023-01-04 07:30:00,262.4626,262.6601,261.8209,262.2454
QQQ,2023-01-04 08:00:00,262.7464,263.6177,261.3154,263.2228
QQQ,2023-01-04 08:30:00,263.2821,263.4301,262.7588,262.9957
QQQ,2023-01-04 09:00:00,263.0648,263.2722,262.5613,263.2228
QQQ,2023-01-04 09:30:00,263.2228,263.5289,261.3568,262.0183
QQQ,2023-01-04 10:00:00,261.9591,262.8773,259.1946,260.3794
QQQ,2023-01-04 10:30:00,260.3498,261.7024,259.5205,261.6333
QQQ,2023-01-04 11:00:00,261.6234,262.3935,261.0508,262.3046
QQQ,2023-01-04 11:30:00,262.2948,264.0521,262.2948,263.5584
QQQ,2023-01-04 12:00:00,263.6177,263.8251,263.1142,263.4104
QQQ,2023-01-04 12:30:00,263.4104,263.8547,262.512,262.5268
QQQ,2023-01-04 13:00:00,262.5218,263.2327,261.8752,263.0353
QQQ,2023-01-04 13:30:00,263.0375,263.5289,262.5317,262.7983
QQQ,2023-01-04 14:00:00,262.7884,263.9534,260.2116,260.3794
QQQ,2023-01-04 14:30:00,260.3597,262.4132,260.103,262.3244
QQQ,2023-01-04 15:00:00,262.3289,262.9957,261.4358,261.4654
QQQ,2023-01-04 15:30:00,261.4654,262.5811,260.2511,262.3836
QQQ,2023-01-04 16:00:00,262.3836,262.5712,261.9887,262.0084
QQQ,2023-01-04 16:30:00,262.0084,262.3639,261.8307,262.3639
QQQ,2023-01-04 17:00:00,262.0578,262.6107,261.9097,262.6107
QQQ,2023-01-04 17:30:00,262.5613,262.5811,262.3342,262.3342
QQQ,2023-01-04 18:00:00,262.3342,262.4034,262.1565,262.3737
QQQ,2023-01-04 18:30:00,262.3836,262.5712,262.3737,262.3737
QQQ,2023-01-04 19:00:00,262.3441,262.4034,262.1368,262.3935
QQQ,2023-01-04 19:30:00,262.3639,262.3639,262.0183,262.0282
QQQ,2023-01-05 04:00:00,261.9689,262.1664,261.3075,261.9591
QQQ,2023-01-05 04:30:00,262.0776,262.1565,261.6925,262.1565
QQQ,2023-01-05 05:00:00,262.0282,262.6601,262.0282,262.4626
QQQ,2023-01-05 05:30:00,262.4725,262.9069,262.4725,262.6304
QQQ,2023-01-05 06:00:00,262.6699,263.361,262.6699,263.1142
QQQ,2023-01-05 06:30:00,263.055,263.4795,262.9464,263.1734
QQQ,2023-01-05 07:00:00,263.1142,263.3907,262.9266,263.1833
QQQ,2023-01-05 07:30:00,263.1734,263.6276,262.6601,262.7193
QQQ,2023-01-05 08:00:00,263.0254,263.5782,261.3568,261.8307
QQQ,2023-01-05 08:30:00,261.5345,261.5345,260.4781,260.8434
QQQ,2023-01-05 09:00:00,260.8336,260.8336,259.9154,260.6756
